Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
R1Cat4Quest1_30f3048d_4		Бурундук	game/syp.rpy	3113	"[what]"
R1Cat4Quest1_255b7c64		Белка	game/syp.rpy	3120	"[what]"
R1Cat4Quest1_ece83569_4		неверно	game/syp.rpy	3121	"[what]"
R1Cat4Quest1_30f3048d_5		Бурундук	game/syp.rpy	3122	"[what]"
R1Cat4Quest1_3440ec94		Крыса	game/syp.rpy	3129	"[what]"
R1Cat4Quest1_ece83569_5		неверно	game/syp.rpy	3130	"[what]"
R1Cat4Quest1_30f3048d_6		Бурундук	game/syp.rpy	3131	"[what]"
R1Cat4Quest1_30f3048d_7		Бурундук	game/syp.rpy	3141	"[what]"
R1Cat4Quest1_15c8a56f_2		верно	game/syp.rpy	3142	"[what]"
R1Cat4Quest1_79f53c63_1		Хомяк	game/syp.rpy	3149	"[what]"
R1Cat4Quest1_ece83569_6		неверно	game/syp.rpy	3150	"[what]"
R1Cat4Quest1_30f3048d_8		Бурундук	game/syp.rpy	3151	"[what]"
R1Cat4Quest1_255b7c64_1		Белка	game/syp.rpy	3158	"[what]"
R1Cat4Quest1_ece83569_7		неверно	game/syp.rpy	3159	"[what]"
R1Cat4Quest1_30f3048d_9		Бурундук	game/syp.rpy	3160	"[what]"
R1Cat4Quest1_3440ec94_1		Крыса	game/syp.rpy	3167	"[what]"
R1Cat4Quest1_ece83569_8		неверно	game/syp.rpy	3168	"[what]"
R1Cat4Quest1_30f3048d_10		Бурундук	game/syp.rpy	3169	"[what]"
R1Cat4Quest1_30f3048d_11		Бурундук	game/syp.rpy	3179	"[what]"
R1Cat4Quest1_15c8a56f_3		верно	game/syp.rpy	3180	"[what]"
R1Cat4Quest1_79f53c63_2		Хомяк	game/syp.rpy	3187	"[what]"
R1Cat4Quest1_ece83569_9		неверно	game/syp.rpy	3188	"[what]"
R1Cat4Quest1_30f3048d_12		Бурундук	game/syp.rpy	3189	"[what]"
R1Cat4Quest1_255b7c64_2		Белка	game/syp.rpy	3196	"[what]"
R1Cat4Quest1_ece83569_10		неверно	game/syp.rpy	3197	"[what]"
R1Cat4Quest1_30f3048d_13		Бурундук	game/syp.rpy	3198	"[what]"
R1Cat4Quest1_3440ec94_2		Крыса	game/syp.rpy	3205	"[what]"
R1Cat4Quest1_ece83569_11		неверно	game/syp.rpy	3206	"[what]"
R1Cat4Quest1_30f3048d_14		Бурундук	game/syp.rpy	3207	"[what]"
R1Cat4Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	3222	leader "[what]"
R1Cat4Quest2_a3bb6b6e		В каком мультфильме прозвучала фраза про ром	game/syp.rpy	3223	"[what]"
R1Cat4Quest2_15c8a56f		верно	game/syp.rpy	3227	"[what]"
R1Cat4Quest2_ece83569		неверно	game/syp.rpy	3235	"[what]"
R1Cat4Quest2_1a8edef4		Остров сокровищ	game/syp.rpy	3236	"[what]"
R1Cat4Quest2_ece83569_1		неверно	game/syp.rpy	3244	"[what]"
R1Cat4Quest2_1a8edef4_1		Остров сокровищ	game/syp.rpy	3245	"[what]"
R1Cat4Quest2_ece83569_2		неверно	game/syp.rpy	3253	"[what]"
R1Cat4Quest2_1a8edef4_2		Остров сокровищ	game/syp.rpy	3254	"[what]"
R1Cat4Quest2_1a8edef4_3		Остров сокровищ	game/syp.rpy	3264	"[what]"
R1Cat4Quest2_15c8a56f_1		верно	game/syp.rpy	3265	"[what]"
R1Cat4Quest2_e5191360		Гриффины	game/syp.rpy	3272	"[what]"
R1Cat4Quest2_ece83569_3		неверно	game/syp.rpy	3273	"[what]"
R1Cat4Quest2_1a8edef4_4		Остров сокровищ	game/syp.rpy	3274	"[what]"
R1Cat4Quest2_68c84428		Тайна третей планеты	game/syp.rpy	3281	"[what]"
R1Cat4Quest2_ece83569_4		неверно	game/syp.rpy	3282	"[what]"
R1Cat4Quest2_1a8edef4_5		Остров сокровищ	game/syp.rpy	3283	"[what]"
R1Cat4Quest2_7accff42		Смешарики	game/syp.rpy	3290	"[what]"
R1Cat4Quest2_ece83569_5		неверно	game/syp.rpy	3291	"[what]"
R1Cat4Quest2_1a8edef4_6		Остров сокровищ	game/syp.rpy	3292	"[what]"
R1Cat4Quest2_1a8edef4_7		Остров сокровищ	game/syp.rpy	3302	"[what]"
R1Cat4Quest2_15c8a56f_2		верно	game/syp.rpy	3303	"[what]"
R1Cat4Quest2_e5191360_1		Гриффины	game/syp.rpy	3310	"[what]"
R1Cat4Quest2_ece83569_6		неверно	game/syp.rpy	3311	"[what]"
R1Cat4Quest2_1a8edef4_8		Остров сокровищ	game/syp.rpy	3312	"[what]"
R1Cat4Quest2_68c84428_1		Тайна третей планеты	game/syp.rpy	3319	"[what]"
R1Cat4Quest2_ece83569_7		неверно	game/syp.rpy	3320	"[what]"
R1Cat4Quest2_1a8edef4_9		Остров сокровищ	game/syp.rpy	3321	"[what]"
R1Cat4Quest2_7accff42_1		Смешарики	game/syp.rpy	3328	"[what]"
R1Cat4Quest2_ece83569_8		неверно	game/syp.rpy	3329	"[what]"
R1Cat4Quest2_1a8edef4_10		Остров сокровищ	game/syp.rpy	3330	"[what]"
R1Cat4Quest2_1a8edef4_11		Остров сокровищ	game/syp.rpy	3340	"[what]"
R1Cat4Quest2_15c8a56f_3		верно	game/syp.rpy	3341	"[what]"
R1Cat4Quest2_e5191360_2		Гриффины	game/syp.rpy	3348	"[what]"
R1Cat4Quest2_ece83569_9		неверно	game/syp.rpy	3349	"[what]"
R1Cat4Quest2_1a8edef4_12		Остров сокровищ	game/syp.rpy	3350	"[what]"
R1Cat4Quest2_68c84428_2		Тайна третей планеты	game/syp.rpy	3357	"[what]"
R1Cat4Quest2_ece83569_10		неверно	game/syp.rpy	3358	"[what]"
R1Cat4Quest2_1a8edef4_13		Остров сокровищ	game/syp.rpy	3359	"[what]"
R1Cat4Quest2_7accff42_2		Смешарики	game/syp.rpy	3366	"[what]"
R1Cat4Quest2_ece83569_11		неверно	game/syp.rpy	3367	"[what]"
R1Cat4Quest2_1a8edef4_14		Остров сокровищ	game/syp.rpy	3368	"[what]"
R1Cat4Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	3383	leader "[what]"
R1Cat4Quest3_c5820217		За этим послали падчерицу, в мультфильме 12 месяцев	game/syp.rpy	3384	"[what]"
R1Cat4Quest3_15c8a56f		верно	game/syp.rpy	3388	"[what]"
R1Cat4Quest3_ece83569		неверно	game/syp.rpy	3396	"[what]"
R1Cat4Quest3_70ac1f01		Подснежники	game/syp.rpy	3397	"[what]"
R1Cat4Quest3_ece83569_1		неверно	game/syp.rpy	3405	"[what]"
R1Cat4Quest3_70ac1f01_1		Подснежники	game/syp.rpy	3406	"[what]"
R1Cat4Quest3_ece83569_2		неверно	game/syp.rpy	3414	"[what]"
R1Cat4Quest3_70ac1f01_2		Подснежники	game/syp.rpy	3415	"[what]"
R1Cat4Quest3_70ac1f01_3		Подснежники	game/syp.rpy	3425	"[what]"
R1Cat4Quest3_15c8a56f_1		верно	game/syp.rpy	3426	"[what]"
R1Cat4Quest3_ac8cb6a2		Ромашки	game/syp.rpy	3433	"[what]"
R1Cat4Quest3_ece83569_3		неверно	game/syp.rpy	3434	"[what]"
R1Cat4Quest3_70ac1f01_4		Подснежники	game/syp.rpy	3435	"[what]"
R1Cat4Quest3_cc436b1b		Розы	game/syp.rpy	3442	"[what]"
R1Cat4Quest3_ece83569_4		неверно	game/syp.rpy	3443	"[what]"
R1Cat4Quest3_70ac1f01_5		Подснежники	game/syp.rpy	3444	"[what]"
R1Cat4Quest3_dfa04a14		Ель	game/syp.rpy	3451	"[what]"
R1Cat4Quest3_ece83569_5		неверно	game/syp.rpy	3452	"[what]"
R1Cat4Quest3_70ac1f01_6		Подснежники	game/syp.rpy	3453	"[what]"
R1Cat4Quest3_70ac1f01_7		Подснежники	game/syp.rpy	3463	"[what]"
R1Cat4Quest3_15c8a56f_2		верно	game/syp.rpy	3464	"[what]"
R1Cat4Quest3_ac8cb6a2_1		Ромашки	game/syp.rpy	3471	"[what]"
R1Cat4Quest3_ece83569_6		неверно	game/syp.rpy	3472	"[what]"
R1Cat4Quest3_70ac1f01_8		Подснежники	game/syp.rpy	3473	"[what]"
R1Cat4Quest3_cc436b1b_1		Розы	game/syp.rpy	3480	"[what]"
R1Cat4Quest3_ece83569_7		неверно	game/syp.rpy	3481	"[what]"
R1Cat4Quest3_70ac1f01_9		Подснежники	game/syp.rpy	3482	"[what]"
R1Cat4Quest3_dfa04a14_1		Ель	game/syp.rpy	3489	"[what]"
R1Cat4Quest3_ece83569_8		неверно	game/syp.rpy	3490	"[what]"
R1Cat4Quest3_70ac1f01_10		Подснежники	game/syp.rpy	3491	"[what]"
R1Cat4Quest3_70ac1f01_11		Подснежники	game/syp.rpy	3502	"[what]"
R1Cat4Quest3_15c8a56f_3		верно	game/syp.rpy	3503	"[what]"
R1Cat4Quest3_ac8cb6a2_2		Ромашки	game/syp.rpy	3510	"[what]"
R1Cat4Quest3_ece83569_9		неверно	game/syp.rpy	3511	"[what]"
R1Cat4Quest3_70ac1f01_12		Подснежники	game/syp.rpy	3512	"[what]"
R1Cat4Quest3_cc436b1b_2		Розы	game/syp.rpy	3519	"[what]"
R1Cat4Quest3_ece83569_10		неверно	game/syp.rpy	3520	"[what]"
R1Cat4Quest3_70ac1f01_13		Подснежники	game/syp.rpy	3521	"[what]"
R1Cat4Quest3_dfa04a14_2		Ель	game/syp.rpy	3528	"[what]"
R1Cat4Quest3_ece83569_11		неверно	game/syp.rpy	3529	"[what]"
R1Cat4Quest3_70ac1f01_14		Подснежники	game/syp.rpy	3530	"[what]"
R1Cat4Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	3545	leader "[what]"
R1Cat4Quest4_407c53a4		С этой закуской связан совет кота, мальчику 	game/syp.rpy	3546	"[what]"
R1Cat4Quest4_15c8a56f		верно	game/syp.rpy	3550	"[what]"
R1Cat4Quest4_ece83569		неверно	game/syp.rpy	3558	"[what]"
R1Cat4Quest4_01e0c431		Бутерброд	game/syp.rpy	3559	"[what]"
R1Cat4Quest4_ece83569_1		неверно	game/syp.rpy	3567	"[what]"
R1Cat4Quest4_01e0c431_1		Бутерброд	game/syp.rpy	3568	"[what]"
R1Cat4Quest4_ece83569_2		неверно	game/syp.rpy	3576	"[what]"
R1Cat4Quest4_01e0c431_2		Бутерброд	game/syp.rpy	3577	"[what]"
R1Cat4Quest4_01e0c431_3		Бутерброд	game/syp.rpy	3587	"[what]"
R1Cat4Quest4_15c8a56f_1		верно	game/syp.rpy	3588	"[what]"
R1Cat4Quest4_edbca422		Тарталетки	game/syp.rpy	3595	"[what]"
R1Cat4Quest4_ece83569_3		неверно	game/syp.rpy	3596	"[what]"
R1Cat4Quest4_01e0c431_4		Бутерброд	game/syp.rpy	3597	"[what]"
R1Cat4Quest4_d65ec65a		Огурчик	game/syp.rpy	3604	"[what]"
R1Cat4Quest4_ece83569_4		неверно	game/syp.rpy	3605	"[what]"
R1Cat4Quest4_01e0c431_5		Бутерброд	game/syp.rpy	3606	"[what]"
R1Cat4Quest4_908f7806		Чипсы	game/syp.rpy	3613	"[what]"
R1Cat4Quest4_ece83569_5		неверно	game/syp.rpy	3614	"[what]"
R1Cat4Quest4_01e0c431_6		Бутерброд	game/syp.rpy	3615	"[what]"
R1Cat4Quest4_01e0c431_7		Бутерброд	game/syp.rpy	3625	"[what]"
R1Cat4Quest4_15c8a56f_2		верно	game/syp.rpy	3626	"[what]"
R1Cat4Quest4_edbca422_1		Тарталетки	game/syp.rpy	3633	"[what]"
R1Cat4Quest4_ece83569_6		неверно	game/syp.rpy	3634	"[what]"
R1Cat4Quest4_01e0c431_8		Бутерброд	game/syp.rpy	3635	"[what]"
R1Cat4Quest4_d65ec65a_1		Огурчик	game/syp.rpy	3642	"[what]"
R1Cat4Quest4_ece83569_7		неверно	game/syp.rpy	3643	"[what]"
R1Cat4Quest4_01e0c431_9		Бутерброд	game/syp.rpy	3644	"[what]"
R1Cat4Quest4_908f7806_1		Чипсы	game/syp.rpy	3651	"[what]"
R1Cat4Quest4_ece83569_8		неверно	game/syp.rpy	3652	"[what]"
R1Cat4Quest4_01e0c431_10		Бутерброд	game/syp.rpy	3653	"[what]"
R1Cat4Quest4_01e0c431_11		Бутерброд	game/syp.rpy	3663	"[what]"
R1Cat4Quest4_15c8a56f_3		верно	game/syp.rpy	3664	"[what]"
R1Cat4Quest4_edbca422_2		Тарталетки	game/syp.rpy	3671	"[what]"
R1Cat4Quest4_ece83569_9		неверно	game/syp.rpy	3672	"[what]"
R1Cat4Quest4_01e0c431_12		Бутерброд	game/syp.rpy	3673	"[what]"
R1Cat4Quest4_d65ec65a_2		Огурчик	game/syp.rpy	3680	"[what]"
R1Cat4Quest4_ece83569_10		неверно	game/syp.rpy	3681	"[what]"
R1Cat4Quest4_01e0c431_13		Бутерброд	game/syp.rpy	3682	"[what]"
R1Cat4Quest4_908f7806_2		Чипсы	game/syp.rpy	3689	"[what]"
R1Cat4Quest4_ece83569_11		неверно	game/syp.rpy	3690	"[what]"
R1Cat4Quest4_01e0c431_14		Бутерброд	game/syp.rpy	3691	"[what]"
R1Cat4Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	3706	leader "[what]"
R1Cat4Quest5_4ea87270		Как зовут этого персонажа	game/syp.rpy	3707	"[what]"
R1Cat4Quest5_b2874833		Верно	game/syp.rpy	3716	"[what]"
R1Cat4Quest5_4f92c6d5		Неверно	game/syp.rpy	3727	"[what]"
R1Cat4Quest5_c9b5e32f		Майор Френсис Монограмм	game/syp.rpy	3740	"[what]"
R1Cat4Quest5_dabb2a84	leader	верно	game/syp.rpy	3741	leader "[what]"
R1Cat4Quest5_37cea1ae		Генерал Мальберт Меладзев	game/syp.rpy	3749	"[what]"
R1Cat4Quest5_ece83569		неверно	game/syp.rpy	3750	"[what]"
R1Cat4Quest5_973177eb		ответ	game/syp.rpy	3751	"[what]"
R1Cat4Quest5_9f367007		Майор Олег Монгол	game/syp.rpy	3759	"[what]"
R1Cat4Quest5_ece83569_1		неверно	game/syp.rpy	3760	"[what]"
R1Cat4Quest5_973177eb_1		ответ	game/syp.rpy	3761	"[what]"
R1Cat4Quest5_2663606e		Адмирал Михаил Голустян	game/syp.rpy	3769	"[what]"
R1Cat4Quest5_ece83569_2		неверно	game/syp.rpy	3770	"[what]"
R1Cat4Quest5_973177eb_2		ответ	game/syp.rpy	3771	"[what]"
R1Cat4Quest5_c9b5e32f_1		Майор Френсис Монограмм	game/syp.rpy	3782	"[what]"
R1Cat4Quest5_dabb2a84_1	leader	верно	game/syp.rpy	3783	leader "[what]"
R1Cat4Quest5_37cea1ae_1		Генерал Мальберт Меладзев	game/syp.rpy	3791	"[what]"
R1Cat4Quest5_ece83569_3		неверно	game/syp.rpy	3792	"[what]"
R1Cat4Quest5_973177eb_3		ответ	game/syp.rpy	3793	"[what]"
R1Cat4Quest5_9f367007_1		Майор Олег Монгол	game/syp.rpy	3801	"[what]"
R1Cat4Quest5_ece83569_4		неверно	game/syp.rpy	3802	"[what]"
R1Cat4Quest5_973177eb_4		ответ	game/syp.rpy	3803	"[what]"
R1Cat4Quest5_2663606e_1		Адмирал Михаил Голустян	game/syp.rpy	3810	"[what]"
R1Cat4Quest5_ece83569_5		неверно	game/syp.rpy	3811	"[what]"
R1Cat4Quest5_973177eb_5		ответ	game/syp.rpy	3812	"[what]"
R1Cat4Quest5_c9b5e32f_2		Майор Френсис Монограмм	game/syp.rpy	3823	"[what]"
R1Cat4Quest5_dabb2a84_2	leader	верно	game/syp.rpy	3824	leader "[what]"
R1Cat4Quest5_37cea1ae_2		Генерал Мальберт Меладзев	game/syp.rpy	3832	"[what]"
R1Cat4Quest5_ece83569_6		неверно	game/syp.rpy	3833	"[what]"
R1Cat4Quest5_973177eb_6		ответ	game/syp.rpy	3834	"[what]"
R1Cat4Quest5_9f367007_2		Майор Олег Монгол	game/syp.rpy	3842	"[what]"
R1Cat4Quest5_ece83569_7		неверно	game/syp.rpy	3843	"[what]"
R1Cat4Quest5_973177eb_7		ответ	game/syp.rpy	3844	"[what]"
R1Cat4Quest5_2663606e_2		Адмирал Михаил Голустян	game/syp.rpy	3852	"[what]"
R1Cat4Quest5_ece83569_8		неверно	game/syp.rpy	3853	"[what]"
R1Cat4Quest5_973177eb_8		ответ	game/syp.rpy	3854	"[what]"
costing_afb2aa3d		ТЫ ЕБЛАН, ТЫ НЕ ВЫБРАЛ ЛОВИ МИНУС НА СЧЁТ	game/syp.rpy	3864	"[what]"
Round2Cat1_4795952d	gg	Языки	game/syp.rpy	3985	gg "[what]"
Round2Cat1_56835f56	team1	Языки	game/syp.rpy	4003	team1 "[what]"
Round2Cat1_7d102a53	team1	Вопрос за 100	game/syp.rpy	4006	team1 "[what]"
Round2Cat1_e8667ad6	team1	Вопрос за 200	game/syp.rpy	4010	team1 "[what]"
Round2Cat1_39b08480	team1	Вопрос за 300	game/syp.rpy	4014	team1 "[what]"
Round2Cat1_dfeaa346	team1	Вопрос за 400	game/syp.rpy	4018	team1 "[what]"
Round2Cat1_9f5eba14	team1	Вопрос за 500	game/syp.rpy	4022	team1 "[what]"
Round2Cat1_50939d3e		Этого вопроса нет	game/syp.rpy	4025	"[what]"
Round2Cat1_6811434b	team2	Языки	game/syp.rpy	4029	team2 "[what]"
Round2Cat1_30989ade	team2	Вопрос за 100	game/syp.rpy	4032	team2 "[what]"
Round2Cat1_41efe3fd	team2	Вопрос за 200	game/syp.rpy	4036	team2 "[what]"
Round2Cat1_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	4040	team2 "[what]"
Round2Cat1_a252cc3e	team2	Вопрос за 400	game/syp.rpy	4044	team2 "[what]"
Round2Cat1_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	4048	team2 "[what]"
Round2Cat1_50939d3e_1		Этого вопроса нет	game/syp.rpy	4051	"[what]"
Round2Cat1_f764c314	team3	Языки	game/syp.rpy	4055	team3 "[what]"
Round2Cat1_97d0018a	team3	Вопрос за 100	game/syp.rpy	4058	team3 "[what]"
Round2Cat1_5c7823aa	team3	Вопрос за 200	game/syp.rpy	4062	team3 "[what]"
Round2Cat1_126d9007	team3	Вопрос за 300	game/syp.rpy	4066	team3 "[what]"
Round2Cat1_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	4070	team3 "[what]"
Round2Cat1_58e0b263	team3	Вопрос за 500	game/syp.rpy	4074	team3 "[what]"
Round2Cat1_50939d3e_2		Этого вопроса нет	game/syp.rpy	4077	"[what]"
R2Cat1Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	4088	leader "[what]"
R2Cat1Quest1_d2b0f822		Этот язык долго был языком международной дипломатии, однако со временем был замещён Английским 	game/syp.rpy	4089	"[what]"
R2Cat1Quest1_dabb2a84	leader	верно	game/syp.rpy	4093	leader "[what]"
R2Cat1Quest1_ece83569		неверно	game/syp.rpy	4101	"[what]"
R2Cat1Quest1_b76d1529		Французкий	game/syp.rpy	4102	"[what]"
R2Cat1Quest1_ece83569_1		неверно	game/syp.rpy	4110	"[what]"
R2Cat1Quest1_b76d1529_1		Французкий	game/syp.rpy	4111	"[what]"
R2Cat1Quest1_ece83569_2		неверно	game/syp.rpy	4119	"[what]"
R2Cat1Quest1_b76d1529_2		Французкий	game/syp.rpy	4120	"[what]"
R2Cat1Quest1_b76d1529_3		Французкий	game/syp.rpy	4130	"[what]"
R2Cat1Quest1_15c8a56f		верно	game/syp.rpy	4131	"[what]"
R2Cat1Quest1_f650ac46		Китайский	game/syp.rpy	4138	"[what]"
R2Cat1Quest1_ece83569_3		неверно	game/syp.rpy	4139	"[what]"
R2Cat1Quest1_b76d1529_4		Французкий	game/syp.rpy	4140	"[what]"
R2Cat1Quest1_aa284253		Русский	game/syp.rpy	4147	"[what]"
R2Cat1Quest1_ece83569_4		неверно	game/syp.rpy	4148	"[what]"
R2Cat1Quest1_b76d1529_5		Французкий	game/syp.rpy	4149	"[what]"
R2Cat1Quest1_4eb34ed5		Немецкий	game/syp.rpy	4156	"[what]"
R2Cat1Quest1_ece83569_5		неверно	game/syp.rpy	4157	"[what]"
R2Cat1Quest1_b76d1529_6		Французкий	game/syp.rpy	4158	"[what]"
R2Cat1Quest1_b76d1529_7		Французкий	game/syp.rpy	4168	"[what]"
R2Cat1Quest1_15c8a56f_1		верно	game/syp.rpy	4169	"[what]"
R2Cat1Quest1_f650ac46_1		Китайский	game/syp.rpy	4176	"[what]"
R2Cat1Quest1_ece83569_6		неверно	game/syp.rpy	4177	"[what]"
R2Cat1Quest1_b76d1529_8		Французкий	game/syp.rpy	4178	"[what]"
R2Cat1Quest1_aa284253_1		Русский	game/syp.rpy	4185	"[what]"
R2Cat1Quest1_ece83569_7		неверно	game/syp.rpy	4186	"[what]"
R2Cat1Quest1_b76d1529_9		Французкий	game/syp.rpy	4187	"[what]"
R2Cat1Quest1_4eb34ed5_1		Немецкий	game/syp.rpy	4194	"[what]"
R2Cat1Quest1_ece83569_8		неверно	game/syp.rpy	4195	"[what]"
R2Cat1Quest1_b76d1529_10		Французкий	game/syp.rpy	4196	"[what]"
R2Cat1Quest1_b76d1529_11		Французкий	game/syp.rpy	4206	"[what]"
R2Cat1Quest1_15c8a56f_2		верно	game/syp.rpy	4207	"[what]"
R2Cat1Quest1_f650ac46_2		Китайский	game/syp.rpy	4214	"[what]"
R2Cat1Quest1_ece83569_9		неверно	game/syp.rpy	4215	"[what]"
R2Cat1Quest1_b76d1529_12		Французкий	game/syp.rpy	4216	"[what]"
R2Cat1Quest1_aa284253_2		Русский	game/syp.rpy	4223	"[what]"
R2Cat1Quest1_ece83569_10		неверно	game/syp.rpy	4224	"[what]"
R2Cat1Quest1_b76d1529_13		Французкий	game/syp.rpy	4225	"[what]"
R2Cat1Quest1_4eb34ed5_2		Немецкий	game/syp.rpy	4232	"[what]"
R2Cat1Quest1_ece83569_11		неверно	game/syp.rpy	4233	"[what]"
R2Cat1Quest1_b76d1529_14		Французкий	game/syp.rpy	4234	"[what]"
R2Cat1Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	4249	leader "[what]"
R2Cat1Quest2_a0a6bf5c		Данный язык является самым распространённым в Африке 	game/syp.rpy	4250	"[what]"
R2Cat1Quest2_15c8a56f		верно	game/syp.rpy	4254	"[what]"
R2Cat1Quest2_ece83569		неверно	game/syp.rpy	4262	"[what]"
R2Cat1Quest2_2ada6b3b		Арабский	game/syp.rpy	4263	"[what]"
R2Cat1Quest2_ece83569_1		неверно	game/syp.rpy	4271	"[what]"
R2Cat1Quest2_2ada6b3b_1		Арабский	game/syp.rpy	4272	"[what]"
R2Cat1Quest2_ece83569_2		неверно	game/syp.rpy	4280	"[what]"
R2Cat1Quest2_2ada6b3b_2		Арабский	game/syp.rpy	4281	"[what]"
R2Cat1Quest2_2ada6b3b_3		Арабский	game/syp.rpy	4291	"[what]"
R2Cat1Quest2_15c8a56f_1		верно	game/syp.rpy	4292	"[what]"
R2Cat1Quest2_816698f4		Афркианский	game/syp.rpy	4299	"[what]"
R2Cat1Quest2_ece83569_3		неверно	game/syp.rpy	4300	"[what]"
R2Cat1Quest2_2ada6b3b_4		Арабский	game/syp.rpy	4301	"[what]"
R2Cat1Quest2_45a96f5e		Английский	game/syp.rpy	4308	"[what]"
R2Cat1Quest2_ece83569_4		неверно	game/syp.rpy	4309	"[what]"
R2Cat1Quest2_2ada6b3b_5		Арабский	game/syp.rpy	4310	"[what]"
R2Cat1Quest2_d1bde2ee		Итальянский	game/syp.rpy	4317	"[what]"
R2Cat1Quest2_ece83569_5		неверно	game/syp.rpy	4318	"[what]"
R2Cat1Quest2_2ada6b3b_6		Арабский	game/syp.rpy	4319	"[what]"
R2Cat1Quest2_2ada6b3b_7		Арабский	game/syp.rpy	4329	"[what]"
R2Cat1Quest2_15c8a56f_2		верно	game/syp.rpy	4330	"[what]"
R2Cat1Quest2_816698f4_1		Афркианский	game/syp.rpy	4337	"[what]"
R2Cat1Quest2_ece83569_6		неверно	game/syp.rpy	4338	"[what]"
R2Cat1Quest2_2ada6b3b_8		Арабский	game/syp.rpy	4339	"[what]"
R2Cat1Quest2_45a96f5e_1		Английский	game/syp.rpy	4346	"[what]"
R2Cat1Quest2_ece83569_7		неверно	game/syp.rpy	4347	"[what]"
R2Cat1Quest2_2ada6b3b_9		Арабский	game/syp.rpy	4348	"[what]"
R2Cat1Quest2_d1bde2ee_1		Итальянский	game/syp.rpy	4355	"[what]"
R2Cat1Quest2_ece83569_8		неверно	game/syp.rpy	4356	"[what]"
R2Cat1Quest2_2ada6b3b_10		Арабский	game/syp.rpy	4357	"[what]"
R2Cat1Quest2_2ada6b3b_11		Арабский	game/syp.rpy	4367	"[what]"
R2Cat1Quest2_15c8a56f_3		верно	game/syp.rpy	4368	"[what]"
R2Cat1Quest2_816698f4_2		Афркианский	game/syp.rpy	4375	"[what]"
R2Cat1Quest2_ece83569_9		неверно	game/syp.rpy	4376	"[what]"
R2Cat1Quest2_2ada6b3b_12		Арабский	game/syp.rpy	4377	"[what]"
R2Cat1Quest2_45a96f5e_2		Английский	game/syp.rpy	4384	"[what]"
R2Cat1Quest2_ece83569_10		неверно	game/syp.rpy	4385	"[what]"
R2Cat1Quest2_2ada6b3b_13		Арабский	game/syp.rpy	4386	"[what]"
R2Cat1Quest2_d1bde2ee_2		Итальянский	game/syp.rpy	4393	"[what]"
R2Cat1Quest2_ece83569_11		неверно	game/syp.rpy	4394	"[what]"
R2Cat1Quest2_2ada6b3b_14		Арабский	game/syp.rpy	4395	"[what]"
R2Cat1Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	4410	leader "[what]"
R2Cat1Quest3_d00feda1		Этот язык программирования является простейшим для создания сайта	game/syp.rpy	4411	"[what]"
R2Cat1Quest3_15c8a56f		верно	game/syp.rpy	4415	"[what]"
R2Cat1Quest3_ece83569		неверно	game/syp.rpy	4423	"[what]"
R2Cat1Quest3_0b50673b		PHP	game/syp.rpy	4424	"[what]"
R2Cat1Quest3_ece83569_1		неверно	game/syp.rpy	4432	"[what]"
R2Cat1Quest3_0b50673b_1		PHP	game/syp.rpy	4433	"[what]"
R2Cat1Quest3_ece83569_2		неверно	game/syp.rpy	4441	"[what]"
R2Cat1Quest3_0b50673b_2		PHP	game/syp.rpy	4442	"[what]"
R2Cat1Quest3_0b50673b_3		PHP	game/syp.rpy	4452	"[what]"
R2Cat1Quest3_15c8a56f_1		верно	game/syp.rpy	4453	"[what]"
R2Cat1Quest3_f298b128		C#	game/syp.rpy	4460	"[what]"
R2Cat1Quest3_ece83569_3		неверно	game/syp.rpy	4461	"[what]"
R2Cat1Quest3_0b50673b_4		PHP	game/syp.rpy	4462	"[what]"
R2Cat1Quest3_a0c415ee		HTML	game/syp.rpy	4469	"[what]"
R2Cat1Quest3_ece83569_4		неверно	game/syp.rpy	4470	"[what]"
R2Cat1Quest3_0b50673b_5		PHP	game/syp.rpy	4471	"[what]"
R2Cat1Quest3_6cf422e9		Pyhton	game/syp.rpy	4478	"[what]"
R2Cat1Quest3_ece83569_5		неверно	game/syp.rpy	4479	"[what]"
R2Cat1Quest3_0b50673b_6		PHP	game/syp.rpy	4480	"[what]"
R2Cat1Quest3_0b50673b_7		PHP	game/syp.rpy	4490	"[what]"
R2Cat1Quest3_15c8a56f_2		верно	game/syp.rpy	4491	"[what]"
R2Cat1Quest3_f298b128_1		C#	game/syp.rpy	4498	"[what]"
R2Cat1Quest3_ece83569_6		неверно	game/syp.rpy	4499	"[what]"
R2Cat1Quest3_0b50673b_8		PHP	game/syp.rpy	4500	"[what]"
R2Cat1Quest3_a0c415ee_1		HTML	game/syp.rpy	4507	"[what]"
